X,Y,Z,R,G,B,nX,nY,nZ
-2.32617,1.73438,-3.32812,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.0790124,-0.991582,-0.102577
-2.35742,1.74121,-3.37305,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.18679,-0.98231,-0.0133104
-2.38672,1.74707,-3.41602,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.257375,-0.96373,0.0705917
-2.41602,1.75098,-3.45508,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.317391,-0.935467,0.155447
-2.43945,1.75195,-3.49023,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.363321,-0.889292,0.277772
-2.45898,1.74902,-3.51758,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.308657,-0.843851,0.438916
-2.47461,1.74219,-3.53906,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.367537,-0.784078,0.500138
-2.48633,1.73438,-3.55664,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.432735,-0.606429,0.667071
-2.49609,1.72363,-3.57031,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.409719,-0.546292,0.730544
-2.50391,1.71289,-3.58203,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.38265,-0.532458,0.755028
-2.51172,1.70117,-3.59375,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.265574,-0.482507,0.83466
-2.51758,1.6875,-3.60156,0.5568627450980392,0.5372549019607843,0.5215686274509804,-0.0527594,-0.41534,0.908135
-2.52148,1.67285,-3.60742,0.5568627450980392,0.5372549019607843,0.5215686274509804,0.201689,-0.282621,0.937788
-2.52344,1.65723,-3.60938,0.5568627450980392,0.5372549019607843,0.5215686274509804,0.414631,-0.162071,0.895441
-2.52539,1.6416,-3.61133,0.5568627450980392,0.5372549019607843,0.5215686274509804,0.577367,-0.131344,0.805851
-2.52539,1.625,-3.61328,0.5568627450980392,0.5372549019607843,0.5215686274509804,0.720332,-0.081349,0.688842
-2.52734,1.6084,-3.61523,0.5568627450980392,0.5372549019607843,0.5215686274509804,0.822293,-0.0937591,0.561288
-2.52734,1.5918,-3.61523,0.5568627450980392,0.5372549019607843,0.5215686274509804,0.88045,-0.0785266,0.467591
-2.5293,1.57422,-3.61719,0.5568627450980392,0.5372549019607843,0.5215686274509804,0.932649,-0.0491456,0.357422
-2.5293,1.55762,-3.61719,0.5568627450980392,0.5372549019607843,0.5215686274509804,0.969294,-0.0402548,0.242588
-2.5293,1.54102,-3.61914,0.5568627450980392,0.5372549019607843,0.5215686274509804,0.984622,-0.0262816,0.172708
-2.5293,1.52344,-3.61914,0.5450980392156862,0.5254901960784314,0.5098039215686274,0.993046,-0.0246065,0.115123
-2.53125,1.50684,-3.62109,0.5450980392156862,0.5254901960784314,0.5098039215686274,0.996071,-0.0622019,0.0630424
-2.53125,1.49023,-3.62109,0.5450980392156862,0.5254901960784314,0.5098039215686274,0.998064,0.0575952,0.0234928
-2.5293,1.47168,-3.61719,0.5450980392156862,0.5254901960784314,0.5098039215686274,0.992458,0.121844,-0.0134595
-2.52539,1.45312,-3.61328,0.5450980392156862,0.5254901960784314,0.5098039215686274,0.988845,0.141169,-0.0474962
-2.51953,1.43457,-3.6543,0.403921568627451,0.392156862745098,0.3803921568627451,0.929443,0.0432299,0.366425
-2.35938,1.30859,-3.84766,0.3137254901960784,0.2941176470588235,0.2784313725490196,-0.241652,-0.0322202,0.969828
-0.0122375,0.838379,-2.68945,0.3490196078431372,0.3372549019607843,0.3254901960784314,0.50668,-0.22402,0.832521
-0.138306,0.814453,-2.6543,0.2705882352941176,0.2274509803921568,0.2078431372549019,-0.00333394,0.717987,0.696049
-0.0249786,0.82373,-2.68359,0.4431372549019607,0.3529411764705882,0.2784313725490196,0.492748,0.0858973,0.865922
-0.220093,0.824219,-2.72852,0.2705882352941176,0.2156862745098039,0.1843137254901961,-0.514734,0.696275,0.50025
-0.150269,0.79834,-2.64258,0.4666666666666667,0.3803921568627451,0.3411764705882353,-0.219854,0.521419,0.824492
-0.393555,0.821289,-2.76172,0.2784313725490196,0.2431372549019607,0.2156862745098039,0.331172,0.0940527,0.938871
-0.38208,0.824707,-2.77344,0.2784313725490196,0.2274509803921568,0.1843137254901961,0.704477,0.281061,0.651703
-0.360352,0.835938,-2.81055,0.2509803921568627,0.2156862745098039,0.188235294117647,0.575189,0.620549,0.532988
-0.407227,0.809082,-2.76562,0.6392156862745098,0.5450980392156862,0.4823529411764706,-0.479463,-0.210009,0.852063
-0.50293,0.84668,-2.94141,0.5294117647058824,0.4156862745098039,0.3176470588235294,-0.887282,0.0873089,0.452888
-0.271973,0.785156,-2.72852,0.6431372549019608,0.5294117647058824,0.4823529411764706,-0.515828,0.61741,0.593908
-0.214966,0.76709,-2.66602,0.5215686274509804,0.4117647058823529,0.3450980392156862,-0.493563,0.393327,0.775686
-0.20166,0.764648,-2.65625,0.4705882352941176,0.388235294117647,0.3215686274509804,-0.417323,0.238142,0.877
-0.188599,0.763184,-2.65234,0.4784313725490196,0.403921568627451,0.3529411764705882,-0.333179,-0.0229857,0.942584
-0.175781,0.762207,-2.64844,0.4862745098039215,0.4274509803921568,0.388235294117647,-0.225781,-0.379901,0.89705
-0.150513,0.762207,-2.64648,0.5843137254901961,0.5294117647058824,0.5058823529411764,-0.0227668,-0.68232,0.730699
0.079895,0.800293,-2.7793,0.6705882352941176,0.6274509803921569,0.6,-0.599473,-0.648611,0.468974
0.0926514,0.796387,-2.76562,0.6235294117647059,0.6039215686274509,0.5882352941176471,-0.687632,-0.58598,0.428706
-0.523438,0.843262,-2.97852,0.5098039215686274,0.4117647058823529,0.3411764705882353,-0.857901,0.18177,0.48059
-0.0623474,0.748535,-2.64258,0.5686274509803921,0.5058823529411764,0.4784313725490196,-0.427237,-0.286096,0.857682
-0.00403595,0.0812378,-0.287109,0.7607843137254902,0.5411764705882353,0.388235294117647,0.0,0.0,0.0
0.0539856,0.794434,-2.80664,0.6901960784313725,0.6196078431372549,0.5843137254901961,0.0,0.0,0.0
0.0803223,0.791016,-2.79297,0.7529411764705882,0.5568627450980392,0.4156862745098039,-0.655052,-0.634581,0.410138
0.0931396,0.786621,-2.7793,0.7490196078431373,0.5529411764705883,0.4196078431372549,-0.669581,-0.61841,0.411377
0.105713,0.782227,-2.76367,0.803921568627451,0.6705882352941176,0.592156862745098,-0.639919,-0.640004,0.425323
-0.00538254,0.0795898,-0.285889,0.7843137254901961,0.5058823529411764,0.3294117647058823,0.671627,0.0,0.740889
-0.00403595,0.079895,-0.287109,0.8,0.5294117647058824,0.3490196078431372,0.287019,0.0,0.957925
-0.0026722,0.079895,-0.287109,0.8,0.5450980392156862,0.3686274509803922,0.0,0.0,1.0
-0.00130558,0.079895,-0.287109,0.7490196078431373,0.596078431372549,0.5254901960784314,0.0,0.0,1.0
0.106262,0.772949,-2.77734,0.8313725490196079,0.611764705882353,0.4666666666666667,-0.587543,-0.680361,0.438067
0.118958,0.769531,-2.76562,0.7647058823529411,0.611764705882353,0.5411764705882353,-0.434317,-0.744296,0.507338
-0.00674438,0.0782471,-0.285889,0.7764705882352941,0.4784313725490196,0.2901960784313726,0.0,0.0,1.0
-0.00538254,0.0782471,-0.285889,0.788235294117647,0.4901960784313725,0.2941176470588235,0.388065,0.196789,0.900378
-0.00403595,0.0784912,-0.287109,0.792156862745098,0.5058823529411764,0.3137254901960784,0.356999,0.3565,0.8634
-0.0026722,0.0784912,-0.287109,0.7843137254901961,0.5176470588235295,0.3254901960784314,0.131461,0.267311,0.954601
-0.00130558,0.0784912,-0.287109,0.796078431372549,0.5803921568627451,0.4431372549019607,0.0,0.0,1.0
0.119507,0.759766,-2.77734,0.788235294117647,0.5725490196078431,0.4352941176470588,-0.258493,-0.805128,0.533808
-0.00674438,0.0769043,-0.285889,0.7647058823529411,0.4666666666666667,0.2588235294117647,0.0,0.0,1.0
-0.00538254,0.0769043,-0.285889,0.7647058823529411,0.4666666666666667,0.2588235294117647,0.0,0.0,1.0
