X,Y,Z,R,G,B,nX,nY,nZ
-6.561279999999999890e-02,6.036380000000000218e-02,-3.210450000000000248e-01,8.392156862745098200e-01,4.039215686274509887e-01,1.372549019607842979e-01,-4.193859999999999810e-01,4.281090000000000173e-01,8.005240000000000133e-01
-6.390379999999999672e-02,6.018069999999999670e-02,-3.200680000000000192e-01,8.000000000000000444e-01,3.686274509803921795e-01,9.019607843137250613e-02,-2.337500000000000133e-01,4.612680000000000113e-01,8.559160000000000101e-01
-6.237790000000000001e-02,6.018069999999999670e-02,-3.200680000000000192e-01,7.725490196078431682e-01,3.529411764705882026e-01,9.019607843137250613e-02,-2.649059999999999748e-01,2.649059999999999748e-01,9.271730000000000249e-01
-6.066889999999999783e-02,5.999759999999999815e-02,-3.190919999999999868e-01,7.529411764705882248e-01,3.333333333333333148e-01,7.058823529411760445e-02,-1.902469999999999994e-01,1.902469999999999994e-01,9.631260000000000376e-01
-6.542969999999999342e-02,5.865479999999999999e-02,-3.200680000000000192e-01,8.313725490196078871e-01,3.960784313725490002e-01,1.294117647058823095e-01,-3.718359999999999999e-01,3.718359999999999999e-01,8.505740000000000522e-01
-6.365969999999999962e-02,5.847170000000000145e-02,-3.190919999999999868e-01,8.313725490196078871e-01,4.000000000000000222e-01,1.215686274509802933e-01,-3.281020000000000048e-01,3.215399999999999925e-01,8.882349999999999968e-01
-6.219480000000000147e-02,5.847170000000000145e-02,-3.190919999999999868e-01,7.921568627450980005e-01,3.686274509803921795e-01,8.235294117647050383e-02,0.000000000000000000e+00,4.961389999999999967e-01,8.682429999999999870e-01
-6.066889999999999783e-02,5.847170000000000145e-02,-3.190919999999999868e-01,7.607843137254901578e-01,3.372549019607842813e-01,5.882352941176469813e-02,-9.003980000000000317e-02,3.601590000000000069e-01,9.285360000000000280e-01
-5.914309999999999706e-02,5.847170000000000145e-02,-3.190919999999999868e-01,7.529411764705882248e-01,3.450980392156862142e-01,7.843137254901960675e-02,1.018280000000000018e-01,2.036560000000000037e-01,9.737329999999999597e-01
-6.518549999999999345e-02,5.694579999999999781e-02,-3.190919999999999868e-01,8.392156862745098200e-01,4.078431372549018996e-01,1.294117647058823095e-01,-2.295780000000000043e-01,4.653200000000000114e-01,8.548519999999999452e-01
-6.365969999999999962e-02,5.694579999999999781e-02,-3.190919999999999868e-01,8.313725490196078871e-01,4.000000000000000222e-01,1.215686274509802933e-01,-2.662499999999999867e-01,2.662499999999999867e-01,9.264029999999999765e-01
-6.198120000000000018e-02,5.676269999999999927e-02,-3.181149999999999811e-01,8.000000000000000444e-01,3.686274509803921795e-01,8.235294117647050383e-02,-1.944249999999999867e-01,1.904969999999999997e-01,9.622420000000000417e-01
-6.048579999999999929e-02,5.676269999999999927e-02,-3.181149999999999811e-01,7.764705882352941346e-01,3.411764705882353033e-01,7.450980392156859866e-02,0.000000000000000000e+00,2.915240000000000054e-01,9.565630000000000521e-01
-5.895999999999999852e-02,5.676269999999999927e-02,-3.181149999999999811e-01,7.686274509803922017e-01,3.411764705882353033e-01,9.019607843137250613e-02,1.860690000000000122e-01,3.758960000000000079e-01,9.077889999999999571e-01
-5.761720000000000036e-02,5.694579999999999781e-02,-3.190919999999999868e-01,7.333333333333332815e-01,3.803921568627450789e-01,1.647058823529410909e-01,2.939740000000000131e-01,2.939740000000000131e-01,9.094830000000000414e-01
-6.671140000000000403e-02,5.541990000000000111e-02,-3.190919999999999868e-01,8.431372549019607865e-01,4.235294117647058765e-01,1.529411764705881915e-01,-4.613160000000000038e-01,2.283439999999999914e-01,8.573490000000000277e-01
-6.500240000000000185e-02,5.526729999999999837e-02,-3.181149999999999811e-01,8.470588235294117530e-01,4.156862745098038880e-01,1.294117647058823095e-01,-3.270489999999999786e-01,3.270489999999999786e-01,8.866100000000000092e-01
-6.347659999999999414e-02,5.526729999999999837e-02,-3.181149999999999811e-01,8.235294117647058432e-01,3.843137254901961009e-01,1.019607843137254055e-01,0.000000000000000000e+00,5.028939999999999522e-01,8.643480000000000052e-01
-6.198120000000000018e-02,5.526729999999999837e-02,-3.181149999999999811e-01,8.156862745098039102e-01,3.843137254901961009e-01,1.058823529411763997e-01,-9.113880000000000592e-02,3.664149999999999907e-01,9.259770000000000501e-01
-6.048579999999999929e-02,5.526729999999999837e-02,-3.181149999999999811e-01,7.803921568627451011e-01,3.568627450980392246e-01,7.843137254901960675e-02,0.000000000000000000e+00,2.940860000000000141e-01,9.557790000000000452e-01
-5.895999999999999852e-02,5.526729999999999837e-02,-3.181149999999999811e-01,7.568627450980391913e-01,3.372549019607842813e-01,6.666666666666659635e-02,1.034299999999999942e-01,2.068599999999999883e-01,9.728879999999999750e-01
-5.743410000000000182e-02,5.526729999999999837e-02,-3.181149999999999811e-01,7.176470588235294157e-01,3.294117647058822929e-01,1.019607843137254055e-01,2.958870000000000111e-01,2.939010000000000233e-01,9.088850000000000540e-01
-6.671140000000000403e-02,5.392460000000000309e-02,-3.190919999999999868e-01,8.313725490196078871e-01,4.196078431372549100e-01,1.176470588235293963e-01,-4.592939999999999801e-01,2.334870000000000001e-01,8.570489999999999498e-01
-6.500240000000000185e-02,5.374149999999999761e-02,-3.181149999999999811e-01,8.196078431372548767e-01,3.960784313725490002e-01,1.176470588235293963e-01,-4.181969999999999854e-01,1.686280000000000001e-01,8.925669999999999993e-01
-6.329350000000000254e-02,5.358890000000000181e-02,-3.171390000000000042e-01,8.392156862745098200e-01,4.196078431372549100e-01,1.490196078431371973e-01,-1.931360000000000021e-01,1.912050000000000138e-01,9.623610000000000220e-01
-6.179810000000000164e-02,5.358890000000000181e-02,-3.171390000000000042e-01,7.843137254901960675e-01,3.529411764705882026e-01,7.450980392156859866e-02,0.000000000000000000e+00,2.906679999999999819e-01,9.568240000000000078e-01
-6.027219999999999800e-02,5.358890000000000181e-02,-3.171390000000000042e-01,7.803921568627451011e-01,3.568627450980392246e-01,7.843137254901960675e-02,0.000000000000000000e+00,2.915240000000000054e-01,9.565639999999999699e-01
-5.877689999999999998e-02,5.358890000000000181e-02,-3.171390000000000042e-01,7.529411764705882248e-01,3.372549019607842813e-01,5.490196078431369697e-02,1.903410000000000102e-01,3.768739999999999868e-01,9.064969999999999972e-01
-5.743410000000000182e-02,5.374149999999999761e-02,-3.181149999999999811e-01,6.784313725490196401e-01,2.823529411764705843e-01,1.960784313725490169e-02,2.961289999999999756e-01,2.921799999999999953e-01,9.093620000000000037e-01
-5.593870000000000092e-02,5.374149999999999761e-02,-3.181149999999999811e-01,6.588235294117646967e-01,2.862745098039214953e-01,7.058823529411760445e-02,2.939740000000000131e-01,2.939740000000000131e-01,9.094830000000000414e-01
-6.652829999999999855e-02,5.221560000000000090e-02,-3.181149999999999811e-01,8.392156862745098200e-01,4.196078431372549100e-01,1.490196078431371973e-01,-3.795839999999999770e-01,3.765229999999999966e-01,8.450720000000000454e-01
-6.481929999999999636e-02,5.206299999999999817e-02,-3.171390000000000042e-01,8.392156862745098200e-01,4.196078431372549100e-01,1.490196078431371973e-01,-3.272700000000000053e-01,3.305759999999999810e-01,8.852200000000000069e-01
-6.329350000000000254e-02,5.206299999999999817e-02,-3.171390000000000042e-01,8.156862745098039102e-01,4.000000000000000222e-01,1.098039215686273939e-01,-9.155729999999999424e-02,3.643979999999999997e-01,9.267320000000000002e-01
-6.179810000000000164e-02,5.206299999999999817e-02,-3.171390000000000042e-01,7.843137254901960675e-01,3.725490196078430905e-01,7.058823529411760445e-02,0.000000000000000000e+00,2.915240000000000054e-01,9.565639999999999699e-01
-6.027219999999999800e-02,5.206299999999999817e-02,-3.171390000000000042e-01,7.843137254901960675e-01,3.686274509803921795e-01,7.843137254901960675e-02,1.017340000000000050e-01,2.055430000000000035e-01,9.733460000000000445e-01
-5.877689999999999998e-02,5.206299999999999817e-02,-3.171390000000000042e-01,7.176470588235294157e-01,3.098039215686274050e-01,4.313725490196070045e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-5.728149999999999908e-02,5.206299999999999817e-02,-3.171390000000000042e-01,7.254901960784313486e-01,3.137254901960784270e-01,6.666666666666659635e-02,4.027700000000000169e-01,1.993510000000000004e-01,8.933280000000000109e-01
-5.593870000000000092e-02,5.221560000000000090e-02,-3.181149999999999811e-01,6.784313725490196401e-01,2.784313725490196179e-01,3.529411764705880222e-02,2.129459999999999964e-01,1.053970000000000046e-01,9.713629999999999765e-01
-6.628420000000000145e-02,5.056759999999999727e-02,-3.171390000000000042e-01,8.313725490196078871e-01,4.352941176470587759e-01,1.647058823529410909e-01,-3.290379999999999971e-01,3.257140000000000035e-01,8.863659999999999872e-01
-6.481929999999999636e-02,5.056759999999999727e-02,-3.171390000000000042e-01,8.313725490196078871e-01,4.235294117647058765e-01,1.568627450980392135e-01,-2.703720000000000012e-01,2.648539999999999783e-01,9.256090000000000151e-01
-6.311039999999999706e-02,5.038449999999999873e-02,-3.161619999999999986e-01,7.960784313725489669e-01,3.725490196078430905e-01,8.627450980392149804e-02,-1.899720000000000020e-01,1.938489999999999935e-01,9.624620000000000397e-01
-6.158450000000000035e-02,5.038449999999999873e-02,-3.161619999999999986e-01,8.078431372549019773e-01,4.078431372549018996e-01,9.411764705882350035e-02,0.000000000000000000e+00,2.940860000000000141e-01,9.557790000000000452e-01
-6.008909999999999946e-02,5.038449999999999873e-02,-3.161619999999999986e-01,7.568627450980391913e-01,3.529411764705882026e-01,5.882352941176469813e-02,1.887490000000000001e-01,3.794239999999999835e-01,9.057659999999999600e-01
-5.877689999999999998e-02,5.056759999999999727e-02,-3.171390000000000042e-01,7.450980392156862919e-01,3.450980392156862142e-01,9.411764705882350035e-02,2.975550000000000139e-01,2.955450000000000021e-01,9.078070000000000306e-01
-5.728149999999999908e-02,5.056759999999999727e-02,-3.171390000000000042e-01,7.137254901960784492e-01,3.137254901960784270e-01,6.274509803921560214e-02,2.141969999999999985e-01,1.081799999999999984e-01,9.707820000000000338e-01
-5.593870000000000092e-02,5.072020000000000001e-02,-3.181149999999999811e-01,6.901960784313725394e-01,3.058823529411764941e-01,6.666666666666659635e-02,3.999670000000000170e-01,2.020029999999999881e-01,8.939920000000000089e-01
-5.441279999999999728e-02,5.072020000000000001e-02,-3.181149999999999811e-01,7.294117647058823151e-01,3.843137254901961009e-01,1.921568627450979949e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-6.628420000000000145e-02,4.904170000000000057e-02,-3.171390000000000042e-01,8.196078431372548767e-01,4.274509803921567874e-01,1.803921568627450955e-01,-4.139070000000000249e-01,1.702359999999999984e-01,8.942600000000000549e-01
-6.457519999999999927e-02,4.888920000000000071e-02,-3.161619999999999986e-01,8.000000000000000444e-01,3.803921568627450789e-01,1.176470588235293963e-01,-2.712680000000000091e-01,2.639360000000000039e-01,9.256090000000000151e-01
-6.311039999999999706e-02,4.888920000000000071e-02,-3.161619999999999986e-01,7.803921568627451011e-01,3.529411764705882026e-01,8.627450980392149804e-02,-9.238670000000000215e-02,3.657759999999999900e-01,9.261059999999999848e-01
-6.158450000000000035e-02,4.888920000000000071e-02,-3.161619999999999986e-01,7.803921568627451011e-01,3.568627450980392246e-01,7.058823529411760445e-02,0.000000000000000000e+00,2.958239999999999759e-01,9.552429999999999533e-01
