-3.029789999999999983e-01,2.390140000000000042e-01,-4.274899999999999811e-01,1.020000000000000000e+02,1.030000000000000000e+02,9.700000000000000000e+01,1.889440000000000008e-01,-2.000589999999999868e-01,9.613930000000000531e-01
-3.007810000000000206e-01,2.390140000000000042e-01,-4.274899999999999811e-01,1.070000000000000000e+02,1.020000000000000000e+02,1.000000000000000000e+02,2.082320000000000004e-01,-4.164630000000000276e-01,8.849850000000000216e-01
-2.329100000000000059e-01,2.401119999999999921e-01,-4.294430000000000192e-01,1.090000000000000000e+02,1.170000000000000000e+02,1.160000000000000000e+02,1.889480000000000048e-01,1.889480000000000048e-01,9.636369999999999658e-01
-2.205809999999999993e-01,2.401119999999999921e-01,-4.294430000000000192e-01,1.190000000000000000e+02,1.190000000000000000e+02,1.190000000000000000e+02,2.305709999999999982e-01,-2.305709999999999982e-01,9.453430000000000444e-01
-2.185060000000000058e-01,2.401119999999999921e-01,-4.294430000000000192e-01,1.150000000000000000e+02,1.180000000000000000e+02,1.190000000000000000e+02,2.359650000000000081e-01,-4.719289999999999874e-01,8.494730000000000336e-01
-1.657710000000000017e-01,2.407229999999999925e-01,-4.306639999999999913e-01,1.240000000000000000e+02,1.250000000000000000e+02,1.190000000000000000e+02,1.531399999999999983e-01,1.531399999999999983e-01,9.762669999999999959e-01
-1.641849999999999976e-01,2.412110000000000087e-01,-4.316409999999999969e-01,1.260000000000000000e+02,1.280000000000000000e+02,1.190000000000000000e+02,2.825520000000000254e-01,2.911139999999999839e-01,9.140120000000000466e-01
-6.762700000000000655e-02,2.412110000000000087e-01,-4.316409999999999969e-01,1.400000000000000000e+02,1.430000000000000000e+02,1.420000000000000000e+02,2.056939999999999880e-01,2.121220000000000050e-01,9.553500000000000325e-01
-4.290770000000000001e-02,2.407229999999999925e-01,-4.306639999999999913e-01,1.500000000000000000e+02,1.470000000000000000e+02,1.440000000000000000e+02,1.731260000000000021e-01,-1.705800000000000094e-01,9.700149999999999606e-01
2.467350000000000099e-02,2.407229999999999925e-01,-4.306639999999999913e-01,1.570000000000000000e+02,1.580000000000000000e+02,1.520000000000000000e+02,1.691290000000000016e-01,-1.666420000000000123e-01,9.714040000000000452e-01
