X,Y,Z,R,G,B,nX,nY,nZ
-2.362059999999999993e-01,3.706050000000000177e-01,-6.801760000000000028e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.362059999999999993e-01,3.674319999999999808e-01,-6.801760000000000028e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,0.000000000000000000e+00,-2.440910000000000024e-01,9.697519999999999474e-01
-2.365720000000000045e-01,3.581539999999999724e-01,-6.816410000000000524e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,8.239620000000000277e-02,-7.651070000000000093e-02,9.936580000000000412e-01
-2.365720000000000045e-01,3.549800000000000177e-01,-6.816410000000000524e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.365720000000000045e-01,3.518069999999999808e-01,-6.816410000000000524e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,0.000000000000000000e+00,-1.643989999999999896e-01,9.863939999999999930e-01
-2.368159999999999987e-01,3.457029999999999825e-01,-6.826170000000000293e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,1.579909999999999926e-01,0.000000000000000000e+00,9.874410000000000132e-01
-2.368159999999999987e-01,3.425289999999999724e-01,-6.826170000000000293e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,5.253359999999999974e-02,-5.455410000000000120e-02,9.971280000000000143e-01
-2.368159999999999987e-01,3.393550000000000177e-01,-6.826170000000000293e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.368159999999999987e-01,3.359380000000000144e-01,-6.826170000000000293e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,0.000000000000000000e+00,-1.569059999999999899e-01,9.876139999999999919e-01
-2.371830000000000049e-01,3.332519999999999927e-01,-6.835940000000000349e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,1.091130000000000017e-01,-1.112110000000000043e-01,9.877890000000000281e-01
-2.371830000000000049e-01,3.300779999999999825e-01,-6.835940000000000349e-01,6.862745098039215730e-01,6.039215686274509443e-01,5.529411764705882693e-01,1.560130000000000128e-01,0.000000000000000000e+00,9.877550000000000496e-01
-2.371830000000000049e-01,3.266600000000000059e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,5.445110000000000228e-02,-5.250640000000000168e-02,9.971349999999999936e-01
-2.371830000000000049e-01,3.234859999999999958e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.371830000000000049e-01,3.203119999999999856e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.371830000000000049e-01,3.168949999999999823e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.371830000000000049e-01,3.137210000000000276e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,5.214520000000000266e-02,-5.214520000000000266e-02,9.972769999999999690e-01
-2.371830000000000049e-01,3.105470000000000175e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,1.569949999999999957e-01,0.000000000000000000e+00,9.875990000000000046e-01
-2.371830000000000049e-01,3.073730000000000073e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,1.549679999999999946e-01,0.000000000000000000e+00,9.879200000000000204e-01
-2.371830000000000049e-01,3.039549999999999752e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,1.529909999999999881e-01,0.000000000000000000e+00,9.882279999999999953e-01
-2.371830000000000049e-01,3.007810000000000206e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,1.068660000000000027e-01,-1.068660000000000027e-01,9.885140000000000038e-01
-2.375490000000000101e-01,2.978520000000000056e-01,-6.845700000000000118e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,1.041750000000000037e-01,-1.081809999999999994e-01,9.886580000000000368e-01
-2.375490000000000101e-01,2.946779999999999955e-01,-6.845700000000000118e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,1.569949999999999957e-01,0.000000000000000000e+00,9.875990000000000046e-01
-2.375490000000000101e-01,2.915039999999999853e-01,-6.845700000000000118e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,1.985310000000000130e-01,1.011380000000000057e-01,9.748620000000000063e-01
-2.371830000000000049e-01,2.878419999999999868e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,1.999380000000000046e-01,9.996879999999999655e-02,9.746960000000000068e-01
-2.371830000000000049e-01,2.844240000000000101e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,1.000759999999999983e-01,4.818479999999999985e-02,9.938120000000000287e-01
-2.371830000000000049e-01,2.812500000000000000e-01,-6.835940000000000349e-01,6.823529411764706065e-01,5.999999999999999778e-01,5.490196078431373028e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.614379999999999982e-02,1.293950000000000100e-01,-3.752440000000000220e-01,8.705882352941176627e-01,5.882352941176470784e-01,3.764705882352941124e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.792909999999999990e-02,1.293950000000000100e-01,-3.752440000000000220e-01,8.392156862745098200e-01,5.450980392156862253e-01,3.294117647058822929e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.971439999999999998e-02,1.293950000000000100e-01,-3.752440000000000220e-01,7.647058823529411242e-01,4.705882352941175850e-01,2.549019607843137081e-01,-3.514550000000000174e-01,0.000000000000000000e+00,9.362049999999999539e-01
2.145390000000000144e-02,1.291499999999999870e-01,-3.742679999999999896e-01,6.235294117647058876e-01,3.254901960784313819e-01,1.294117647058823095e-01,-4.895349999999999979e-01,0.000000000000000000e+00,8.719839999999999813e-01
1.436609999999999970e-02,1.276859999999999939e-01,-3.752440000000000220e-01,9.568627450980391469e-01,6.352941176470587870e-01,4.470588235294117863e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.614379999999999982e-02,1.276859999999999939e-01,-3.752440000000000220e-01,9.725490196078432348e-01,5.999999999999999778e-01,3.921568627450979783e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.792909999999999990e-02,1.276859999999999939e-01,-3.752440000000000220e-01,8.156862745098039102e-01,4.352941176470587759e-01,1.686274509803921129e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.971439999999999998e-02,1.276859999999999939e-01,-3.752440000000000220e-01,8.000000000000000444e-01,4.196078431372549100e-01,1.372549019607842979e-01,-2.698820000000000108e-01,0.000000000000000000e+00,9.628929999999999989e-01
2.145390000000000144e-02,1.273189999999999877e-01,-3.742679999999999896e-01,7.450980392156862919e-01,3.647058823529411020e-01,9.019607843137250613e-02,-3.146180000000000088e-01,0.000000000000000000e+00,9.492180000000000062e-01
1.261140000000000004e-02,1.262209999999999999e-01,-3.764649999999999941e-01,7.803921568627451011e-01,6.117647058823529882e-01,4.588235294117646856e-01,-5.710650000000000448e-01,0.000000000000000000e+00,8.209049999999999958e-01
