X,Y,Z,R,G,B,nX,nY,nZ
-0.0752563,0.338135,-0.546875,0.5647058823529412,0.5686274509803921,0.5333333333333333,0.33501,0.0,0.942215
-0.0752563,0.335205,-0.546875,0.5647058823529412,0.5686274509803921,0.5333333333333333,0.150746,-0.147605,0.977491
-0.0723877,0.335205,-0.546875,0.5529411764705883,0.5529411764705883,0.5294117647058824,0.132517,-0.259512,0.956605
-0.0752563,0.332275,-0.546875,0.5647058823529412,0.5686274509803921,0.5333333333333333,0.123834,-0.121254,0.984867
-0.0725098,0.333008,-0.547852,0.5529411764705883,0.5529411764705883,0.5294117647058824,0.123834,-0.121254,0.984867
-0.0753784,0.330078,-0.547852,0.5647058823529412,0.5686274509803921,0.5333333333333333,0.0,-0.187112,0.982339
-0.0725098,0.330078,-0.547852,0.5529411764705883,0.5529411764705883,0.5294117647058824,0.123834,-0.121254,0.984867
-0.0753784,0.327148,-0.547852,0.5647058823529412,0.5686274509803921,0.5333333333333333,0.0560941,-0.0599187,0.996626
-0.0725098,0.327148,-0.547852,0.5529411764705883,0.5529411764705883,0.5294117647058824,0.123834,-0.121254,0.984867
-0.0753784,0.324463,-0.547852,0.5647058823529412,0.5686274509803921,0.5333333333333333,0.173803,0.0,0.98478
-0.0726318,0.324951,-0.548828,0.5529411764705883,0.5529411764705883,0.5294117647058824,0.120472,-0.123091,0.985056
-0.0753784,0.321533,-0.547852,0.5607843137254902,0.5647058823529412,0.5411764705882353,0.171341,0.0,0.985212
-0.0726318,0.322021,-0.548828,0.5529411764705883,0.5529411764705883,0.5294117647058824,0.171341,0.0,0.985212
-0.0753784,0.318604,-0.547852,0.5607843137254902,0.5647058823529412,0.5411764705882353,0.168947,0.0,0.985625
-0.0726318,0.319092,-0.548828,0.5529411764705883,0.5529411764705883,0.5294117647058824,0.173803,0.0,0.98478
-0.0753784,0.315674,-0.547852,0.5607843137254902,0.5647058823529412,0.5411764705882353,0.109614,0.0536654,0.992524
-0.0726318,0.316406,-0.548828,0.5529411764705883,0.5529411764705883,0.5294117647058824,0.150187,0.151259,0.977018
-0.0753784,0.312744,-0.547852,0.5607843137254902,0.5647058823529412,0.5411764705882353,0.0,0.0,1.0
-0.0725098,0.312744,-0.547852,0.5529411764705883,0.5529411764705883,0.5294117647058824,0.054447,0.106625,0.992807
